Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Categorization;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Arousal;Dominance;Valence
AQUATIC;acqua;196;70;5.278114659;['acqua_NN', 'acqua_JJ'];Abstract;Abstract;1.485426827;12.80140318;1073.736941;0.915805223;0.949129489;;;;;;;;;;;;
AQUATIC;acquatic;56;7;4.025351691;['acquatic_JJ', 'acquatic_NN'];Abstract;Abstract;3;14.6087581;375.4186862;0.943960827;0.901931447;;;;;;;;;;;;
ACRID;acrid;196;672;5.278114659;['acrid_JJ', 'acrid_NN'];Abstract;Abstract;-1.777607579;12.80140318;625.9078478;0.821137106;0.928454842;2.68;;0.25;2;0.5;0.416666667;3.416666667;0.416666667;Olfactory;;;
ADDICTIVE;addicted;34;3179;3.526360525;['addicted_JJ'];Effect;Evaluative;-6.54689446;15.32865018;-4.629344276;0.482045702;0.483541893;2.13;312.1;0.944444444;0.722222222;0.444444444;3.5;0.666666667;1.277777778;Interoceptive;4.77;2.84;2.89
ADDICTIVE;addicting;43;127;3.761200116;['addicting_JJ', 'addicting_NN'];Effect;Evaluative;-1.562419932;14.98984827;135.7226057;0.831746464;0.815424374;;;;;;;;;;;;
ADDICTIVE;addiction;15;13330;2.708050201;['addiction_NN'];Effect;Evaluative;-9.795498564;16.50922243;-31.1535612;0.143634385;0.325217628;2.85;;0.9375;0.625;0.3125;3.625;0.375;1.75;Interoceptive;4.48;3.84;3.52
ADDICTIVE;addictive;372;3298;5.918893854;['addictive_JJ', 'addictive_NN'];Effect;Evaluative;-3.148216872;11.87695421;826.9576753;0.755168662;0.938248096;2.22;;0.631578947;0.947368421;0.421052632;3.578947368;0.473684211;1.526315789;Interoceptive;4.82;4.4;3.52
ADEQUATE;adequate;504;16869;6.222576268;['adequate_JJ'];Positive;Evaluative;-5.064806909;11.4388331;446.6147262;0.619695321;0.911452666;1.97;291.2;2;0.058823529;0.647058824;1.588235294;0.058823529;3.058823529;Visual;3.64;6.89;4.7
AFGANO;afgano;52;1;3.951243719;['afgano_NN'];Composition;Abstract;5.700439718;14.7156733;450.6050599;0.993063112;0.912132753;;;;;;;;;;;;
AGARWOOD;agarwood;172;6;5.147494477;['agarwood_NN'];Source;Source;4.841302254;12.98984827;1348.331122;0.985174102;0.955930359;;;;;;;;;;;;
AGREEABLE;agreable;14;8;2.63905733;['agreable_JJ'];Positive;Evaluative;0.807354922;16.6087581;59.43492259;0.902611534;0.718171926;;;;;;;;;;;;
AGREEABLE;agreeable;237;1717;5.468060141;['agreeable_JJ'];Positive;Evaluative;-2.856931075;12.52736977;576.7119492;0.770674646;0.924510337;2.07;;2.736842105;0.210526316;0.368421053;2;0.157894737;2.684210526;Auditory;3.55;6.97;6.9
AIRY;air;854;211521;6.749931194;['air_NN', 'air_JJ'];Abstract;Abstract;-7.952349117;10.67802076;-953.2635585;0.328618063;0.013193689;4.11;264.95;1.684210526;0.368421053;2.789473684;1.368421053;1.842105263;0.684210526;Haptic;3.25;5.72;6.71
AIRY;airy;610;1983;6.413458957;['airy_JJ', 'airy_NN'];Abstract;Abstract;-1.70080353;11.16344759;1954.347452;0.825353645;0.966539717;2.04;;1.388888889;0.388888889;1.888888889;1.444444444;1.055555556;1.5;Haptic;;;
ALLURING;allure;189;2059;5.241747015;['allure_NN'];Effect;Evaluative;-3.44548569;12.8538706;382.9675555;0.737622416;0.903019587;1.92;259.4;1.833333333;0.444444444;1.722222222;2.333333333;1.5;3.611111111;Visual;4.25;5.77;6.9
ALLURING;alluring;325;1347;5.783825182;['alluring_JJ', 'alluring_NN'];Effect;Evaluative;-2.051238228;12.07181711;971.6754098;0.808895539;0.944912949;2.07;;2.9375;1.5625;1.8125;3.25;2.125;4;Visual;4.35;5.86;6.74
ALMONDY;almond;901;5711;6.803505258;['almond_NN', 'almond_JJ'];Source;Source;-2.664144373;10.60072973;2299.625191;0.780875952;0.970484222;4.71;;0.277777778;4.611111111;3.333333333;0.333333333;2.166666667;4;Gustatory;2.89;6.46;6.05
ALMONDY;almondy;71;16;4.262679877;['almondy_NN', 'almondy_JJ'];Source;Source;2.14974712;14.2663659;405.9536052;0.928726877;0.906964091;;;;;;;;;;;;
AMAZING;amazed;44;8957;3.784189634;['amazed_JJ'];Positive;Evaluative;-7.669368272;14.9566814;-42.44450208;0.361262242;0.274075082;1.52;;1.368421053;0.368421053;0.315789474;3.631578947;0.368421053;2.105263158;Interoceptive;5.95;6.11;7.55
AMAZING;amazing;2236;66855;7.712443834;['amazing_JJ', 'amazing_NN'];Positive;Evaluative;-4.902043368;9.289408549;2227.832515;0.632752992;0.970212187;1.55;278.1;3.277777778;2.277777778;2.388888889;3;2.111111111;3.555555556;Visual;6.05;6.83;7.72
AMBER;ambar;12;15;2.48490665;['ambar_JJ', 'ambar_NN'];Source;Source;-0.321928095;16.83115052;58.38211227;0.877448313;0.71585963;;;;;;;;;;;;
AMBER;ambary;17;1;2.833213344;['ambary_JJ'];Source;Source;4.087462841;16.32865018;137.3036477;0.970892274;0.816240479;;;;;;;;;;;;
AMBER;amber;5930;9647;8.687779492;['amber_NN', 'amber_JJ'];Source;Source;-0.702048262;7.882296632;23158.74957;0.863710555;0.9968716;4.35;512.9;0.222222222;0.055555556;1.166666667;0.111111111;0.166666667;4.222222222;Visual;3.36;6.21;6.15
AMBER;ambergris;722;116;6.582025139;['ambergris_NN', 'ambergris_JJ'];Source;Source;2.637874032;10.92025799;4479.64515;0.938112078;0.985038085;;;;;;;;;;;;
AMBER;amberish;25;3;3.218875825;['amberish_JJ', 'amberish_NN'];Source;Source;3.058893689;15.77225683;175.866065;0.945321001;0.841811752;;;;;;;;;;;;
AMBER;ambery;1123;4;7.023758955;['ambery_JJ', 'ambery_NN'];Source;Source;8.133142212;10.28297081;11244.48086;0.999047878;0.993063112;;;;;;;;;;;;
AMBER;ambre;175;30;5.164785974;['ambre_NN', 'ambre_JJ'];Source;Source;2.544320516;12.96490191;1065.140762;0.936615887;0.948585419;;;;;;;;;;;;
AMBER;ambre__#__gris;15;1;2.708050201;['ambre__#__gris_COLL'];Source;Source;3.906890596;16.50922243;67.75868258;0.9664037;0.737486398;;;;;;;;;;;;
AMBRETTE;ambrette;156;5;5.049856007;['ambrette_NN'];Source;Source;4.963474124;13.1307108;1237.726579;0.987486398;0.954434168;;;;;;;;;;;;
ANIMALIC;animalic;2213;2;7.70210434;['animalic_JJ', 'animalic_NN'];Category;Abstract;10.11178774;9.304325286;25255.98727;0.999727965;0.997415669;;;;;;;;;;;;
ANIMALIC;animalistic;221;209;5.398162702;['animalistic_JJ'];Category;Abstract;0.080543427;12.62821046;992.1544016;0.887513602;0.945729053;2.39;;2.555555556;0.277777778;0.833333333;1.5;0.611111111;3.333333333;Visual;;;
ANIMALIC;animallic;26;1;3.258096538;['animallic_JJ'];Category;Abstract;4.700439718;15.7156733;183.6333832;0.982861806;0.846436344;;;;;;;;;;;;
ANISE;anise;844;658;6.738152495;['anise_JJ', 'anise_NN'];Source;Source;0.359155415;10.69501383;3927.336724;0.894314472;0.982725789;;;;;;;;;;;;
ANISE;aniseed;81;18;4.394449155;['aniseed_NN'];Source;Source;2.169925001;14.07626302;489.4818614;0.929134929;0.915261153;;;;;;;;;;;;
ANISE;anisic;133;2;4.890349128;['anisic_JJ', 'anisic_NN'];Source;Source;6.055282436;13.36083059;1159.717011;0.994423286;0.952257889;;;;;;;;;;;;
APPEALING;appeal;207;32908;5.332718793;['appeal_NN', 'appeal_JJ'];Positive;Evaluative;-7.312663771;12.72262606;-138.4688587;0.398531012;0.105277476;1.73;;2.84375;0.59375;0.78125;1.53125;0.59375;2.6875;Auditory;3.57;5.36;6.3
APPEALING;appealing;418;4922;6.035481433;['appealing_JJ', 'appealing_NN'];Positive;Evaluative;-3.55766981;11.70875389;801.7591418;0.730277476;0.937159956;2.17;;2.705882353;2;1.529411765;2.588235294;2.411764706;3.823529412;Visual;;;
APPLE;apple;1398;70442;7.242797923;['apple_NN'];Source;Source;-5.654999605;9.966964376;661.0721638;0.568008705;0.929678999;5;667.7;0.777777778;4.833333333;3.277777778;0.277777778;2.555555556;4.055555556;Gustatory;3.52;6.44;6.62
APRICOT;apricot;383;2278;5.948034989;['apricot_NN', 'apricot_JJ'];Source;Source;-2.57235145;11.83491244;994.5152599;0.785364527;0.945865071;4.97;669.7;0.1875;4.125;3.4375;0.375;2.6875;4;Gustatory;4.29;5.94;5.95
AQUATIC;aqua;310;1483;5.736572297;['aqua_NN', 'aqua_JJ'];Abstract;Abstract;-2.258178477;12.13998862;871.03767;0.798966268;0.940696409;3.66;;1.105263158;1.157894737;1.736842105;0.578947368;0.473684211;2.894736842;Visual;3.6;4.82;6.5
AQUATIC;aquatic;2868;3859;7.961370202;['aquatic_JJ', 'aquatic_NN'];Abstract;Abstract;-0.42818202;8.930283713;11756.95864;0.873911861;0.993199129;3.44;;1.941176471;0.588235294;2.117647059;1;1.176470588;4.235294118;Visual;3.58;4.53;6.8
AQUATIC;aqueous;87;622;4.465908119;['aqueous_JJ'];Abstract;Abstract;-2.837827274;13.97316953;206.2323086;0.771898803;0.857317737;;;;;;;;;;;;
AROMATIC;aromatic;2832;1595;7.948738455;['aromatic_JJ', 'aromatic_NN'];Abstract;Abstract;0.828264841;8.948507472;14077.62256;0.903019587;0.994695321;3.04;;0.111111111;0.833333333;0;0.611111111;4.888888889;0.666666667;Olfactory;;;
AROMATIC;aromatics;47;14;3.850147602;['aromatics_NN'];Abstract;Abstract;1.74723393;14.86152417;252.1973115;0.920837867;0.873367791;;;;;;;;;;;;
ARTEMISIA;artemesia;40;32;3.688879454;['artemesia_NN', 'artemesia_JJ'];Source;Source;0.321928095;15.09418493;193.8903951;0.893498368;0.85187704;;;;;;;;;;;;
ARTEMISIA;artemisia;161;301;5.081404365;['artemisia_NN'];Source;Source;-0.902702799;13.08519614;614.11693;0.857181719;0.926958651;;;;;;;;;;;;
ARTIFICIAL;artifical;26;61;3.258096538;['artifical_JJ'];Composition;Abstract;-1.230297619;15.7156733;84.97241044;0.845756257;0.764553863;;;;;;;;;;;;
ARTIFICIAL;artificial;693;14597;6.541029999;['artificial_JJ', 'artificial_NN'];Composition;Abstract;-4.396672732;10.97940148;935.2984182;0.671926007;0.943552775;2.93;;1.722222222;1.277777778;2.055555556;1.111111111;0.944444444;3.388888889;Visual;4.17;4.55;3.86
ARTIFICIAL;artificiality;18;241;2.890371758;['artificiality_NN'];Composition;Abstract;-3.742964335;16.24618802;28.78190803;0.717899891;0.640369967;2.27;;1.75;1.5;1.9375;0.625;1;3.1875;Visual;;;
ASTRINGENT;astringency;20;42;2.995732274;['astringency_NN'];Abstract;Abstract;-1.070389328;16.09418493;80.32985582;0.851060936;0.756800871;2;;0.933333333;0.6;1.4;0.866666667;1.533333333;1.2;Olfactory;;;
ASTRINGENT;astringent;275;260;5.616771098;['astringent_JJ'];Abstract;Abstract;0.080919995;12.31282521;1214.681803;0.887649619;0.954162133;3.21;;0.357142857;0.071428571;1.857142857;1.142857143;1.785714286;2.428571429;Visual;;;
AURA;aura;324;3838;5.780743516;['aura_NN'];Abstract;Abstract;-3.566288993;12.07626302;626.353993;0.729869423;0.92859086;2.67;;0.166666667;0.111111111;0.222222222;2.166666667;0.111111111;1.722222222;Interoceptive;4.7;5.65;6.45
AURA;aurea;15;98;2.708050201;['aurea_NN'];Abstract;Abstract;-2.707819249;16.50922243;32.71290295;0.778019587;0.65179543;;;;;;;;;;;;
AUTUMNAL;autumn;496;9624;6.206575927;['autumn_NN'];Abstract;Abstract;-4.278224617;11.46191671;711.0718382;0.679134929;0.933351469;3.27;617.1;0.857142857;0.238095238;0.761904762;1;1.904761905;3.904761905;Visual;3.21;5.17;7.12
AUTUMNAL;autumnal;156;470;5.049856007;['autumnal_JJ', 'autumnal_NN'];Abstract;Abstract;-1.591114728;13.1307108;519.886003;0.830522307;0.918933624;;;;;;;;;;;;
BALANCED;balance;518;48442;6.249975242;['balance_NN'];Abstract;Abstract;-6.547162522;11.39930473;-74.74405258;0.481909684;0.179406964;2.89;;0.833333333;0.666666667;1.111111111;2.444444444;0.388888889;2.555555556;Visual;4.13;5.47;6.84
BALANCED;balanced;1105;12841;7.007600614;['balanced_JJ'];Abstract;Abstract;-3.538639283;10.30628237;2148.12972;0.73163765;0.96898803;2.79;;0.444444444;0.555555556;1.277777778;2.5;0.111111111;2.333333333;Interoceptive;;;
BALANCED;balancing;14;1905;2.63905733;['balancing_NN'];Abstract;Abstract;-7.08822036;16.6087581;-6.238626363;0.422606094;0.472660501;3.17;;0.294117647;0.058823529;2;1.235294118;0.235294118;3.647058824;Visual;;;
BALMY;balmy;242;801;5.488937726;['balmy_JJ', 'balmy_NN'];Effect;Evaluative;-1.726795195;12.49724978;767.1290896;0.823857454;0.936071817;2.8;;0.411764706;0.352941176;3;1.882352941;0.705882353;1.176470588;Haptic;4.23;5.47;5.23
BALSAMIC;balsam;264;402;5.575949103;['balsam_NN'];Category;Abstract;-0.606657572;12.3717189;1056.762524;0.866430903;0.948177367;4.21;;0.166666667;0.75;1.833333333;0.166666667;1.25;2.666666667;Visual;;;
BALSAMIC;balsamic;912;1562;6.81563999;['balsamic_JJ', 'balsamic_NN'];Abstract;Abstract;-0.776288724;10.58322301;3523.663848;0.861262242;0.980141458;3.54;;0.3125;4.1875;1.125;0.3125;2.875;2.875;Gustatory;;;
BALSAMIC;balsámic;12;1;2.48490665;['balsámic_JJ'];Abstract;Abstract;3.584962501;16.83115052;96.29481508;0.956338411;0.778971708;;;;;;;;;;;;5.82
BARBERSHOP;barber__#__shop;95;583;4.553876892;['barber__#__shop_COLL'];Source;Source;-2.617496465;13.84625741;41.72093706;0.7835963;0.675462459;;;;;;;;;;;;
BARBERSHOP;barbershop;878;1275;6.777646594;['barbershop_NN', 'barbershop_JJ'];Source;Source;-0.538204402;10.63803589;3521.729858;0.869831338;0.980005441;4.85;;2.5625;0.0625;1.375;0.25;1.0625;4.25;Visual;3.18;5.82;5.37
BARNYARD;barnyard;142;592;4.955827058;['barnyard_NN', 'barnyard_JJ'];Source;Source;-2.059706246;13.2663659;415.1860791;0.808487486;0.9085963;4.79;;2.428571429;0.071428571;1.857142857;0.428571429;2.928571429;4.357142857;Visual;2.55;5.15;5.65
BASIL;basil;609;6839;6.411818268;['basil_NN', 'basil_JJ'];Source;Source;-3.489271256;11.1658146;1206.551411;0.734357998;0.953754081;4.76;;0.25;4.2;1.65;0.3;3.1;3.2;Gustatory;3.82;5.36;6.43
BEACHY;beach;319;69036;5.765191103;['beach_NN', 'beach_JJ'];Source;Source;-7.757648642;12.09870041;-311.8956204;0.349564744;0.045021763;4.79;650;2.444444444;0.222222222;2.222222222;0.166666667;2.388888889;4.444444444;Visual;5.1;5.7;7.21
BEACHY;beachy;132;246;4.882801923;['beachy_JJ', 'beachy_NN'];Source;Source;-0.898120386;13.3717189;505.2824851;0.857317737;0.91702938;;;;;;;;;;;;
BEAUTIFUL;beautiful;5012;115336;8.519590316;['beautiful_JJ', 'beautiful_NN'];Positive;Evaluative;-4.524312669;8.124942322;6304.001204;0.664445049;0.989118607;2.16;410.1;2.285714286;0.476190476;0.952380952;2.19047619;0.476190476;4.571428571;Visual;5.71;6.17;7.61
BEAUTIFUL;beautifull;21;51;3.044522438;['beautifull_JJ', 'beautifull_NN'];Positive;Evaluative;-1.280107919;16.0237956;80.63779835;0.843171926;0.757208923;;;;;;;;;;;;
BEESWAX;beeswax;175;508;5.164785974;['beeswax_NN'];Source;Source;-1.537473575;12.96490191;575.674619;0.832834603;0.92437432;4.88;;0.176470588;0.823529412;1.882352941;0;1.235294118;3.470588235;Visual;3.62;5.53;5.15
BERGAMOT;bergamot;3300;127;8.101677747;['bergamot_NN', 'bergamot_JJ'];Source;Source;4.699565622;8.727862713;25262.89236;0.982725789;0.997551687;;;;;;;;;;;;
BERGAMOT;bergamote;23;2;3.135494216;['bergamote_NN', 'bergamote_JJ'];Source;Source;3.523561956;15.89255107;143.5484707;0.955114255;0.821681175;;;;;;;;;;;;
BERGAMOT;bergamotto;12;335;2.48490665;['bergamotto_NN'];Source;Source;-4.803054785;16.83115052;14.89698764;0.642274211;0.589771491;;;;;;;;;;;;
BERRY;berry;910;13371;6.8134446;['berry_NN', 'berry_JJ'];Category;Abstract;-3.877097011;10.58639029;1548.953174;0.707834603;0.961371055;4.93;634.3;0.111111111;4;2.555555556;0.277777778;2.055555556;3.555555556;Gustatory;;;
BIRCH;birch;222;3289;5.402677382;['birch_NN'];Source;Source;-3.889017426;12.62169716;373.4792519;0.707154516;0.90125136;4.12;;0.230769231;0.153846154;1.846153846;0;1.307692308;3.846153846;Visual;2.85;5;6.53
BIRCH;birch__#__tar;159;2;5.068904202;['birch__#__tar_COLL'];Source;Source;6.312882955;13.10323007;639.6840805;0.995511425;0.929134929;;;;;;;;;;;;
BIRCH;birch__#__wood;13;26;2.564949357;['birch__#__wood_COLL'];Source;Source;-1;16.7156733;36.84737779;0.853645267;0.664173014;;;;;;;;;;;;
BITTER;bitter;2354;16940;7.763871288;['bitter_JJ', 'bitter_NN'];Abstract;Abstract;-2.847247649;9.215214417;5691.211422;0.771218716;0.988302503;2.93;308.8;1.0625;4.25;0.1875;2.1875;1.5625;1;Gustatory;4.64;4.58;3.63
BITTER;bitterness;164;3692;5.099866428;['bitterness_NN'];Abstract;Abstract;-4.492634833;13.05856102;212.3533851;0.667437432;0.860038085;2.36;;0.6;3.8;0;1.8;1.45;0.85;Gustatory;5.1;4.62;3.15
BLACKCURRANT;black__#__currant;179;150;5.187385806;['black__#__currant_COLL'];Source;Source;0.254997087;12.93229724;282.4913536;0.892002176;0.881800871;;;;;;;;;;;;
BLACKCURRANT;blackcurrant;310;21;5.736572297;['blackcurrant_NN', 'blackcurrant_JJ'];Source;Source;3.883806982;12.13998862;2182.286041;0.966267682;0.969396083;;;;;;;;;;;;
BLACKCURRANT;blackcurrent;24;2;3.17805383;['blackcurrent_NN', 'blackcurrent_JJ'];Source;Source;3.584962501;15.83115052;178.833228;0.956338411;0.842899891;;;;;;;;;;;;
BLAND;bland;286;3886;5.655991811;['bland_JJ', 'bland_NN'];Weak;Evaluative;-3.764198849;12.25624168;506.6987728;0.716131665;0.917301415;2.38;265.6;0.388888889;4.166666667;0.166666667;0.777777778;1.388888889;1.166666667;Gustatory;2.43;5.77;3.88
BLAST;blast;1461;13606;7.286876412;['blast_NN'];Strong;Evaluative;-3.219214911;9.903372559;3162.866559;0.750136017;0.977693145;3.9;;3.555555556;0.333333333;1.444444444;2.222222222;1.277777778;3.722222222;Visual;4.5;4.45;4.45
BLENDED;blend;1150;7296;7.047517221;['blend_NN'];Abstract/Grape;Abstract;-2.665471868;10.24869488;2922.498175;0.780739935;0.976332971;3.7;382.4;1.526315789;0.947368421;1.842105263;0.052631579;0.421052632;3.789473684;Visual;3.48;5.36;5.63
BLENDED;blended;228;789;5.429345629;['blended_JJ'];Abstract/Grape;Abstract;-1.790991476;12.58322301;724.9309592;0.820321001;0.934031556;3.33;;1.315789474;0.947368421;0.736842105;0.210526316;0.315789474;2.947368421;Visual;;;
BLOSSOM;blossom;337;5525;5.82008293;['blossom_NN'];Category;Abstract;-4.035153968;12.01950824;541.1588639;0.69749728;0.920837867;4.26;620.6;0.411764706;0.235294118;2.294117647;0.411764706;2.235294118;3.470588235;Visual;4.75;5.64;7.05
BLOSSOM;orange__#__blossom;1204;208;7.093404626;['orange__#__blossom_COLL'];Source;Source;2.533179959;10.18249334;3854.666765;0.936343852;0.981909684;;;;;;;;;;;;
BOLD;bold;909;15342;6.812345094;['bold_JJ', 'bold_NN'];Abstract;Abstract;-4.077062462;10.58797654;1427.80126;0.69382481;0.95797062;2.43;412.1;2;0.882352941;0.705882353;3.470588235;0.470588235;2.882352941;Interoceptive;4.86;6.39;6.68
BOLD;bolder;22;79;3.091042453;['bolder_JJ'];Abstract;Abstract;-1.84434913;15.9566814;62.29778057;0.816784548;0.727693145;;;;;;;;;;;;
BOLD;boldness;35;995;3.555348061;['boldness_NN'];Abstract;Abstract;-4.829269698;15.28683;34.51469182;0.639417845;0.656964091;2;;2.333333333;0.611111111;0.833333333;2.222222222;0.5;3;Visual;;;
BOOZY;booze;144;4005;4.9698133;['booze_NN'];Category;Abstract;-4.797661526;13.24618802;155.9000947;0.642546246;0.82929815;4.48;;1;4.380952381;1.904761905;2.952380952;3.333333333;4;Gustatory;5.08;5.15;5
BOOZY;boozey;15;5;2.708050201;['boozey_NN'];Abstract;Abstract;1.584962501;16.50922243;71.39478731;0.917709467;0.744831338;;;;;;;;;;;;
BOOZY;booziness;39;4;3.663561646;['booziness_NN'];Abstract;Abstract;3.285402219;15.1307108;246.8107834;0.948177367;0.871599565;2.23;;1.352941176;2.411764706;0.235294118;2.588235294;1.588235294;2.941176471;Visual;;;
BOOZY;boozy;1336;472;7.197435354;['boozy_NN', 'boozy_JJ'];Abstract;Abstract;1.501061243;10.03240873;7270.358565;0.916349293;0.990070729;2.46;;1.533333333;2.4;0.333333333;2.866666667;2.466666667;2.066666667;Interoceptive;;;
BORING;boring;684;15458;6.527957918;['boring_JJ', 'boring_NN'];Negative;Evaluative;-4.498213536;10.99826051;874.9040928;0.66702938;0.941104461;2.07;345.7;1.6;0.466666667;0.2;2.733333333;0.066666667;1.466666667;Interoceptive;2.85;6.05;2.71
BRIGHT;bright;2337;60073;7.756623335;['bright_JJ', 'bright_NN'];Abstract;Abstract;-4.683987074;9.225671003;2681.902064;0.650571273;0.974156692;3.92;457.55;0.176470588;0;0.352941176;0.705882353;0.058823529;4.705882353;Visual;5;6.38;6.84
BRIGHT;brightness;126;4255;4.836281907;['brightness_NN'];Abstract;Abstract;-5.077663493;13.4388331;108.3420604;0.618879217;0.795565832;3.43;;0.235294118;0.235294118;0.176470588;0.823529412;0.176470588;5;Visual;4.39;5.79;7.05
BUBBLEGUM;bubble__#__gum;101;509;4.615120517;['bubble__#__gum_COLL'];Source;Source;-2.333310363;13.75790154;93.42593872;0.796245919;0.775843308;;;;;;;;;;;;
BUBBLEGUM;bubblegum;232;329;5.446737372;['bubblegum_NN'];Source;Source;-0.503962779;12.55813203;946.2899274;0.87078346;0.943960827;4.65;;1.80952381;4.380952381;2.333333333;0.952380952;2.619047619;2.904761905;Gustatory;;;
BUBBLEGUM;bubblegummy;18;2;2.890371758;['bubblegummy_JJ', 'bubblegummy_NN'];Source;Source;3.169925001;16.24618802;105.4483041;0.946545158;0.793117519;;;;;;;;;;;;
BUTTERY;butter;171;28502;5.141663557;['butter_NN'];Source;Source;-7.380923022;12.99826051;-122.1483928;0.392274211;0.118063112;4.9;441.65;0.388888889;4.611111111;2.833333333;0.444444444;2.611111111;3.777777778;Gustatory;3.37;5.67;6.36
BUTTERY;buttered;11;36;2.397895273;['buttered_JJ'];Source;Source;-1.710493383;16.9566814;28.86903686;0.824673558;0.640505985;4.07;;0.055555556;3.5;2.111111111;0;1.722222222;3.388888889;Gustatory;;;
BUTTERY;buttery;362;1201;5.891644212;['buttery_NN'];Source;Source;-1.730174549;11.91626713;1149.850374;0.823449402;0.951441785;3.68;;0.434782609;3.826086957;2.086956522;0.826086957;2.173913043;2.304347826;Gustatory;;;
CACAO;cacao;134;645;4.8978398;['cacao_NN'];Source;Source;-2.26706616;13.35002383;372.4886762;0.798558215;0.901115343;;;;;;;;;;;;
CAMPHOR;camphor;196;248;5.278114659;['camphor_NN'];Source;Source;-0.339486466;12.80140318;823.2801075;0.876904244;0.938112078;;;;;;;;;;;;
CAMPHOR;camphoraceous;85;3;4.442651256;['camphoraceous_JJ'];Source;Source;4.824428435;14.00672209;673.1480054;0.984902067;0.930359086;;;;;;;;;;;;
CAMPHOR;camphorous;107;2;4.672828834;['camphorous_JJ'];Source;Source;5.741466986;13.67464604;879.1624886;0.993199129;0.941512514;;;;;;;;;;;;
CANDY;candy;949;22067;6.855408799;['candy_NN', 'candy_JJ'];Category;Abstract;-4.539338612;10.52584874;1185.768299;0.66281284;0.953210011;4.83;664.7;0.588235294;4.235294118;2.647058824;0.882352941;2.352941176;3.882352941;Gustatory;5.03;6.46;7.27
CAPTIVATING;captivating;202;274;5.308267697;['captivating_JJ'];Effect;Evaluative;-0.4398206;12.75790154;817.6868037;0.873639826;0.937568009;1.75;303.1;1.764705882;0.470588235;0.647058824;2.529411765;0.647058824;2.647058824;Visual;;;
CARAMEL;caramel;710;2560;6.56526497;['caramel_NN'];Category;Abstract;-1.85025288;10.94443781;2202.444177;0.816648531;0.969804135;4.73;;0.176470588;4.352941176;1.294117647;0.529411765;2.117647059;3.411764706;Gustatory;4.29;6.05;6.68
CARAMEL;caramelised;39;2;3.663561646;['caramelised_JJ'];Composition;Abstract;4.285402219;15.1307108;272.457229;0.975516866;0.879352557;;;;;;;;;;;;
CARAMEL;caramelized;18;227;2.890371758;['caramelized_NN', 'caramelized_JJ'];Composition;Abstract;-3.656623486;16.24618802;29.73945869;0.724292709;0.64336235;;;;;;;;;;;;
CARDAMOM;cardamom;992;529;6.899723107;['cardamom_NN', 'cardamom_JJ'];Source;Source;0.907072398;10.46191671;4991.896928;0.904651795;0.986942329;;;;;;;;;;;;
CARDAMOM;cardamon;96;14;4.564348191;['cardamon_NN'];Source;Source;2.777607579;13.83115052;619.2213584;0.940560392;0.927366703;;;;;;;;;;;;
CARNATION;carnation;949;692;6.855408799;['carnation_NN', 'carnation_JJ'];Category;Abstract;0.455636049;10.52584874;4478.370524;0.896762786;0.984902067;3.93;;0.0625;0;2.3125;0.25;2.4375;3.3125;Visual;3.68;5.52;5.75
CASHMERAN;cashmeran;113;2;4.727387819;['cashmeran_NN', 'cashmeran_JJ'];Composition;Abstract;5.820178962;13.59593406;969.1665326;0.993607182;0.944640914;;;;;;;;;;;;
CASHMERAN;cashmere;108;1617;4.682131227;['cashmere_NN', 'cashmere_JJ'];Composition;Abstract;-3.904216461;13.66122552;185.5807575;0.705794342;0.847524483;4.72;;0.388888889;0.222222222;4.388888889;0.611111111;0.611111111;2.777777778;Haptic;3.8;5.05;6.62
CASTOREUM;castoreum;272;11;5.605802066;['castoreum_NN'];Source;Source;4.628031223;12.32865018;2082.729135;0.98163765;0.968579978;;;;;;;;;;;;
CASUAL;casual;1079;14192;6.983789965;['casual_JJ', 'casual_NN'];Abstract;Abstract;-3.717311145;10.34063387;1956.532791;0.72007617;0.966811752;2.03;328.6;2.368421053;0.052631579;0.263157895;1.052631579;0.052631579;3.421052632;Visual;3;6.35;6.05
CEDAR;cedar;2986;6376;8.001689978;['cedar_NN', 'cedar_JJ'];Source;Source;-1.094437464;8.872114572;10845.90954;0.850244831;0.99265506;4.83;;0.133333333;0;2.2;0;2.466666667;3.466666667;Visual;3.21;5.1;6.32
CEDAR;cedar__#__wood;162;35;5.087596335;['cedar__#__wood_COLL'];Source;Source;2.210566986;13.07626302;615.0360659;0.929815016;0.927094668;;;;;;;;;;;;
CEDAR;cedarwood;471;41;6.154858094;['cedarwood_NN', 'cedarwood_JJ'];Source;Source;3.522031245;11.53652977;3205.418233;0.954978237;0.978101197;;;;;;;;;;;;
CEDAR;cedary;107;5;4.672828834;['cedary_JJ', 'cedary_NN'];Source;Source;4.419538892;13.67464604;782.9519617;0.978781284;0.936479869;;;;;;;;;;;;
CEDAR;ceder;21;93;3.044522438;['ceder_NN'];Source;Source;-2.146841388;16.0237956;66.81999956;0.804406964;0.735718172;;;;;;;;;;;;
CEDRAT;cedrat;58;2;4.060443011;['cedrat_NN'];Source;Source;4.857980995;14.55813203;434.5930544;0.98531012;0.910092492;;;;;;;;;;;;
